epoch,iso,raw_barometer
1753730109.3464937,2025-07-28T20:15:09.346501,148.36
1753730109.4467437,2025-07-28T20:15:09.446752,148.36
1753730109.5472414,2025-07-28T20:15:09.547249,148.28
1753730109.6471927,2025-07-28T20:15:09.647199,148.28
1753730109.7474153,2025-07-28T20:15:09.747423,148.28
1753730109.8477104,2025-07-28T20:15:09.847718,148.41
1753730109.947974,2025-07-28T20:15:09.947980,148.41
1753730110.0484378,2025-07-28T20:15:10.048446,148.41
1753730110.148534,2025-07-28T20:15:10.148542,148.07
1753730110.24871,2025-07-28T20:15:10.248717,148.07
1753730110.3489072,2025-07-28T20:15:10.348914,148.17
1753730110.449287,2025-07-28T20:15:10.449294,148.17
1753730110.5495276,2025-07-28T20:15:10.549534,148.17
1753730110.6497474,2025-07-28T20:15:10.649754,148.14
1753730110.7503288,2025-07-28T20:15:10.750337,148.14
1753730110.8503447,2025-07-28T20:15:10.850352,148.14
1753730110.9505572,2025-07-28T20:15:10.950564,148.11
1753730111.050935,2025-07-28T20:15:11.050943,148.11
1753730111.1513076,2025-07-28T20:15:11.151316,148.11
1753730111.251415,2025-07-28T20:15:11.251422,148.06
1753730111.35169,2025-07-28T20:15:11.351698,148.06
1753730111.451869,2025-07-28T20:15:11.451875,148.21
1753730111.5525045,2025-07-28T20:15:11.552514,148.21
1753730111.6526897,2025-07-28T20:15:11.652699,148.21
1753730111.7529812,2025-07-28T20:15:11.752991,148.28
1753730111.8534253,2025-07-28T20:15:11.853435,148.28
1753730111.9535801,2025-07-28T20:15:11.953589,148.28
1753730112.0539255,2025-07-28T20:15:12.053934,148.09
1753730112.1542737,2025-07-28T20:15:12.154283,148.09
1753730112.25479,2025-07-28T20:15:12.254799,148.09
1753730112.3550596,2025-07-28T20:15:12.355069,148.13
1753730112.4555364,2025-07-28T20:15:12.455545,148.13
1753730112.555871,2025-07-28T20:15:12.555880,148.13
1753730112.656135,2025-07-28T20:15:12.656143,148.42
1753730112.7564151,2025-07-28T20:15:12.756424,148.42
1753730112.8567326,2025-07-28T20:15:12.856742,148.36
1753730112.9571214,2025-07-28T20:15:12.957130,148.36
1753730113.0575554,2025-07-28T20:15:13.057565,148.36
1753730113.1576948,2025-07-28T20:15:13.157703,148.34
1753730113.2579355,2025-07-28T20:15:13.257945,148.34
1753730113.3584597,2025-07-28T20:15:13.358470,148.34
1753730113.4585361,2025-07-28T20:15:13.458545,148.33
1753730113.5589256,2025-07-28T20:15:13.558935,148.33
1753730113.6588738,2025-07-28T20:15:13.658881,148.33
1753730113.7590735,2025-07-28T20:15:13.759080,148.28
1753730113.8593535,2025-07-28T20:15:13.859361,148.28
1753730113.9596572,2025-07-28T20:15:13.959664,148.28
1753730114.0598314,2025-07-28T20:15:14.059839,148.19
1753730114.16017,2025-07-28T20:15:14.160177,148.19
1753730114.2604754,2025-07-28T20:15:14.260484,148.24
1753730114.3607914,2025-07-28T20:15:14.360799,148.24
1753730114.4610803,2025-07-28T20:15:14.461089,148.24
1753730114.5612833,2025-07-28T20:15:14.561291,148.3
1753730114.6615636,2025-07-28T20:15:14.661571,148.3
1753730114.761985,2025-07-28T20:15:14.761993,148.3
1753730114.8622088,2025-07-28T20:15:14.862216,148.19
1753730114.9623916,2025-07-28T20:15:14.962399,148.19
1753730115.0627475,2025-07-28T20:15:15.062755,148.19
1753730115.162945,2025-07-28T20:15:15.162952,148.34
1753730115.2635002,2025-07-28T20:15:15.263506,148.34
1753730115.3634713,2025-07-28T20:15:15.363480,148.21
1753730115.463672,2025-07-28T20:15:15.463678,148.21
1753730115.5641065,2025-07-28T20:15:15.564114,148.21
1753730115.6643586,2025-07-28T20:15:15.664366,148.08
1753730115.7645943,2025-07-28T20:15:15.764602,148.08
1753730115.8647468,2025-07-28T20:15:15.864754,148.08
1753730115.9651718,2025-07-28T20:15:15.965181,148.32
1753730116.0656574,2025-07-28T20:15:16.065665,148.32
1753730116.1656418,2025-07-28T20:15:16.165649,148.32
1753730116.265842,2025-07-28T20:15:16.265850,148.37
1753730116.3659244,2025-07-28T20:15:16.365931,148.37
1753730116.466333,2025-07-28T20:15:16.466339,148.29
1753730116.5666556,2025-07-28T20:15:16.566663,148.29
1753730116.6670196,2025-07-28T20:15:16.667027,148.29
1753730116.7670512,2025-07-28T20:15:16.767058,148.36
1753730116.8672764,2025-07-28T20:15:16.867283,148.36
1753730116.9674792,2025-07-28T20:15:16.967486,148.36
1753730117.067765,2025-07-28T20:15:17.067772,148.29
1753730117.168043,2025-07-28T20:15:17.168051,148.29
1753730117.2682948,2025-07-28T20:15:17.268301,148.29
1753730117.368456,2025-07-28T20:15:17.368463,148.21
1753730117.4687908,2025-07-28T20:15:17.468798,148.21
1753730117.5690277,2025-07-28T20:15:17.569035,148.34
1753730117.6692514,2025-07-28T20:15:17.669258,148.34
1753730117.7695358,2025-07-28T20:15:17.769543,148.34
1753730117.8697522,2025-07-28T20:15:17.869759,148.16
1753730117.9700742,2025-07-28T20:15:17.970081,148.16
1753730118.070261,2025-07-28T20:15:18.070268,148.16
1753730118.170708,2025-07-28T20:15:18.170716,148.34
1753730118.2707937,2025-07-28T20:15:18.270801,148.34
1753730118.3708415,2025-07-28T20:15:18.370849,148.34
1753730118.4755573,2025-07-28T20:15:18.475565,147.97
1753730118.5718012,2025-07-28T20:15:18.571809,147.97
1753730118.6721547,2025-07-28T20:15:18.672163,148.29
1753730118.7730048,2025-07-28T20:15:18.773014,148.29
1753730118.8736095,2025-07-28T20:15:18.873618,148.29
1753730118.9737015,2025-07-28T20:15:18.973711,148.12
1753730119.073919,2025-07-28T20:15:19.073928,148.12
1753730119.1743608,2025-07-28T20:15:19.174371,148.12
1753730119.2746055,2025-07-28T20:15:19.274615,148.21
1753730119.3749218,2025-07-28T20:15:19.374931,148.21
1753730119.475327,2025-07-28T20:15:19.475336,148.21
1753730119.5755162,2025-07-28T20:15:19.575525,148.35
1753730119.6758838,2025-07-28T20:15:19.675892,148.35
1753730119.7761884,2025-07-28T20:15:19.776198,148.35
1753730119.8765097,2025-07-28T20:15:19.876519,148.06
1753730119.976848,2025-07-28T20:15:19.976858,148.06
1753730120.077037,2025-07-28T20:15:20.077046,148.06
1753730120.1774077,2025-07-28T20:15:20.177417,148.24
1753730120.277755,2025-07-28T20:15:20.277764,148.24
1753730120.3782334,2025-07-28T20:15:20.378241,148.24
1753730120.478507,2025-07-28T20:15:20.478516,148.21
1753730120.5789363,2025-07-28T20:15:20.578945,148.21
1753730120.6793942,2025-07-28T20:15:20.679403,148.12
1753730120.7795007,2025-07-28T20:15:20.779508,148.12
1753730120.8797235,2025-07-28T20:15:20.879730,148.12
1753730120.979851,2025-07-28T20:15:20.979859,148.42
1753730121.080336,2025-07-28T20:15:21.080344,148.42
1753730121.1805048,2025-07-28T20:15:21.180512,148.42
1753730121.280587,2025-07-28T20:15:21.280594,148.12
1753730121.3808997,2025-07-28T20:15:21.380907,148.12
1753730121.481301,2025-07-28T20:15:21.481309,148.12
1753730121.581394,2025-07-28T20:15:21.581402,148.06
1753730121.6815438,2025-07-28T20:15:21.681552,148.06
1753730121.7818503,2025-07-28T20:15:21.781858,148.2
1753730121.8824253,2025-07-28T20:15:21.882432,148.2
1753730121.9826765,2025-07-28T20:15:21.982684,148.2
1753730122.0831456,2025-07-28T20:15:22.083154,148.13
1753730122.1833408,2025-07-28T20:15:22.183349,148.13
1753730122.283504,2025-07-28T20:15:22.283512,148.13
1753730122.3841507,2025-07-28T20:15:22.384158,148.16
1753730122.483989,2025-07-28T20:15:22.483997,148.16
1753730122.5842314,2025-07-28T20:15:22.584239,148.16
1753730122.684466,2025-07-28T20:15:22.684473,148.18
1753730122.7846696,2025-07-28T20:15:22.784678,148.18
1753730122.8849142,2025-07-28T20:15:22.884921,148.13
1753730122.9854295,2025-07-28T20:15:22.985438,148.13
1753730123.085407,2025-07-28T20:15:23.085414,148.13
1753730123.185653,2025-07-28T20:15:23.185661,148.1
1753730123.2859943,2025-07-28T20:15:23.286002,148.1
1753730123.3862195,2025-07-28T20:15:23.386228,148.1
1753730123.4864786,2025-07-28T20:15:23.486486,148.04
1753730123.5866635,2025-07-28T20:15:23.586671,148.04
1753730123.6869273,2025-07-28T20:15:23.686935,148.04
1753730123.7870955,2025-07-28T20:15:23.787102,148.35
1753730123.8873913,2025-07-28T20:15:23.887398,148.35
1753730123.987512,2025-07-28T20:15:23.987519,148.27
1753730124.087818,2025-07-28T20:15:24.087825,148.27
1753730124.1882238,2025-07-28T20:15:24.188232,148.27
1753730124.2882228,2025-07-28T20:15:24.288231,148.31
1753730124.3886683,2025-07-28T20:15:24.388676,148.31
1753730124.488787,2025-07-28T20:15:24.488794,148.31
1753730124.5890806,2025-07-28T20:15:24.589087,148.13
1753730124.6892521,2025-07-28T20:15:24.689259,148.13
1753730124.7895107,2025-07-28T20:15:24.789518,148.13
1753730124.8897457,2025-07-28T20:15:24.889754,148.06
1753730124.99005,2025-07-28T20:15:24.990059,148.06
1753730125.0902603,2025-07-28T20:15:25.090268,148.26
1753730125.190467,2025-07-28T20:15:25.190473,148.26
1753730125.2906663,2025-07-28T20:15:25.290674,148.26
1753730125.3910651,2025-07-28T20:15:25.391074,148.11
1753730125.4913535,2025-07-28T20:15:25.491362,148.11
1753730125.5914938,2025-07-28T20:15:25.591501,148.11
1753730125.6916912,2025-07-28T20:15:25.691698,148.33
1753730125.7922409,2025-07-28T20:15:25.792250,148.33
1753730125.8925238,2025-07-28T20:15:25.892533,148.33
1753730125.9928038,2025-07-28T20:15:25.992813,148.29
1753730126.0930707,2025-07-28T20:15:26.093080,148.29
1753730126.1933167,2025-07-28T20:15:26.193326,148.26
1753730126.2936113,2025-07-28T20:15:26.293621,148.26
1753730126.3939168,2025-07-28T20:15:26.393927,148.26
1753730126.4945347,2025-07-28T20:15:26.494543,148.17
1753730126.5947707,2025-07-28T20:15:26.594780,148.17
1753730126.6950016,2025-07-28T20:15:26.695011,148.17
1753730126.7951448,2025-07-28T20:15:26.795152,148.44
1753730126.8953903,2025-07-28T20:15:26.895397,148.44
1753730126.995646,2025-07-28T20:15:26.995654,148.44
1753730127.0958319,2025-07-28T20:15:27.095838,148.16
1753730127.1960502,2025-07-28T20:15:27.196058,148.16
1753730127.29647,2025-07-28T20:15:27.296477,148.16
1753730127.3966405,2025-07-28T20:15:27.396647,148.12
1753730127.4968805,2025-07-28T20:15:27.496888,148.12
1753730127.597135,2025-07-28T20:15:27.597142,148.3
1753730127.697475,2025-07-28T20:15:27.697483,148.3
1753730127.797659,2025-07-28T20:15:27.797666,148.3
1753730127.897967,2025-07-28T20:15:27.897974,148.36
1753730127.9981823,2025-07-28T20:15:27.998190,148.36
1753730128.0982687,2025-07-28T20:15:28.098276,148.36
1753730128.1985223,2025-07-28T20:15:28.198530,148.11
1753730128.2988071,2025-07-28T20:15:28.298814,148.11
1753730128.398967,2025-07-28T20:15:28.398974,148.11
1753730128.4993162,2025-07-28T20:15:28.499324,148.23
1753730128.599519,2025-07-28T20:15:28.599526,148.23
1753730128.6997747,2025-07-28T20:15:28.699781,148.22
1753730128.8001502,2025-07-28T20:15:28.800159,148.22
